Month,Income,Food,Travel,Rent,Shopping,Bills,Entertainment
Apr,63665,10131,4984,15892,9863,4742,1181
Aug,23465,13068,973,28931,10963,4007,4716
Dec,88247,2079,6000,6871,2685,2559,5092
Jan,71559,14664,5360,29654,11269,3408,5207
Jan,45198,14132,2154,27942,3485,3804,2969
Dec,74740,4966,1091,26118,10888,2709,634
May,42488,5728,7791,27173,8940,2117,4910
Nov,58515,6536,2348,11934,4601,4542,2745
May,47898,2125,5691,24612,2453,2399,4289
Nov,21919,7813,5577,7335,4206,2534,4606
Dec,70070,10410,3541,6725,7712,4071,5464
Jan,82613,2947,667,27121,3990,4473,3701
Jun,67003,14565,4879,14306,11493,3452,1234
Jan,68478,2594,7703,10985,8546,1225,1633
May,34434,7030,7467,12216,2350,4003,3598
Sep,66246,2140,5794,21544,7342,4027,3971
Dec,56649,13085,3770,6425,8338,1677,5939
May,79030,5055,7783,6733,6434,4585,3765
Jun,73061,11822,4507,17607,4949,3909,2468
Aug,21999,11068,7982,15603,2279,2840,4611
Nov,34849,6205,4510,17152,6998,2983,3644
Jan,96439,7171,5839,20801,1820,4761,1724
Feb,72800,9782,5486,23906,10535,3541,1687
Sep,25445,4660,4348,28550,7119,4023,506
Mar,38040,8856,2681,21985,3295,2059,2608
Jun,84315,8089,2154,14747,1003,900,5520
May,20246,13582,4717,26068,3560,4710,3032
Nov,51153,7318,1332,18531,7981,4946,5227
Feb,25212,12221,6518,18985,11745,3831,4022
Jul,23339,4552,1521,6520,1030,3365,1937
Apr,76238,5611,2493,7390,6952,1749,1435
Jan,39394,10062,3992,6117,10844,1113,1059
Apr,73871,3040,1394,12300,9132,4726,4686
Jun,97722,10506,2015,14716,10490,2454,945
Jul,54607,9603,4170,17459,1885,4776,1808
Jul,72055,13651,788,26105,8492,848,1916
Jul,24395,6172,1576,11141,10392,3018,5545
Mar,35290,13217,7872,24464,11171,660,2405
Jun,85078,4946,1871,12939,5843,613,3710
Aug,23691,5236,1574,9777,5038,1985,829
Apr,27470,5680,5434,28649,11318,2128,3897
Aug,23841,6807,3459,16432,3290,4738,4178
Feb,83197,13298,539,19271,4894,4183,2053
Oct,75773,3537,6893,8801,5596,2998,5640
Sep,37776,5872,6861,12057,1204,2495,3502
Sep,91596,3867,4774,12510,10675,2609,4029
Aug,47584,3161,4122,13099,6502,1095,3065
Oct,24300,5920,682,20193,11962,1439,3083
Oct,23338,7693,2259,27465,11842,1799,2772
Jan,82601,5882,5783,25011,11400,4250,3119
Feb,25487,12948,2269,21132,9197,1652,2314
Jun,56282,12104,5996,25764,8820,4959,4418
Oct,96816,9738,5300,26763,9140,2594,3713
May,48804,10456,996,23926,1531,3516,4387
Dec,29915,14620,1096,9450,11284,1897,1722
Sep,31158,8331,3008,19549,9016,3369,5618
May,94157,7182,4326,11960,1226,1660,3607
Feb,30547,11494,5069,21583,7142,1295,3013
Oct,22459,11386,1184,11996,8482,4630,5167
Apr,48768,3526,5656,23567,3099,3417,5033
Sep,83146,10131,6218,19201,8313,3039,5352
Jan,70870,13796,6260,10043,8290,4853,5186
Nov,70460,6394,818,25420,5566,2934,5476
Jan,80817,12440,4126,26396,10088,4865,3051
Dec,58247,3158,1935,12834,10512,2500,3938
Jul,35419,6367,2903,24877,3661,3618,5483
Nov,55577,6630,6290,25356,11751,3241,2697
Mar,22921,5513,3164,14556,2664,1453,4638
Oct,24676,12270,6584,6852,2525,2225,1820
Feb,69684,3144,4824,21263,4750,2010,5508
Sep,33463,2068,1228,17629,7757,2086,2866
Mar,45474,5717,1787,29963,4654,2241,4813
Feb,60935,13200,4501,6662,3567,2958,4290
Dec,87005,11018,6106,19734,2096,3392,3035
Aug,78596,11361,1060,12589,4098,2474,2875
Oct,92828,11175,1875,15650,4240,1892,2806
Jun,75152,14768,1965,21596,8967,3837,3113
Jun,92467,14169,7278,9655,7728,3332,4714
Oct,72576,13526,3006,13749,6328,1289,5761
Nov,86627,12532,4386,15797,8778,799,4885
Jul,45772,12207,524,24503,9079,4350,2162
Jul,36363,11644,1654,11645,4614,1821,724
Nov,48490,12325,4965,16895,1847,4969,5489
Jun,79004,11231,1959,24075,4616,2609,3300
Apr,73806,6723,7891,6994,3704,2885,1780
Nov,20260,6213,5607,19866,7754,3946,4840
Sep,95992,8413,5206,26432,4893,4707,1021
Jun,42320,5466,5971,20122,3994,1118,2118
Apr,98971,5026,6421,21858,5533,1382,5758
Dec,62145,8998,6631,13233,2500,2203,4714
Mar,83688,14449,1720,15843,3442,3295,4182
Apr,68581,4747,2656,8992,2725,2919,2101
Mar,40754,9271,6479,9823,10757,4328,2806
Feb,89837,14454,3791,8517,8341,1007,5166
May,27207,14587,6542,7268,10935,2535,4327
Feb,47920,8171,1219,21006,1325,1917,1715
Jun,44016,13687,7986,22323,5417,3360,1442
Mar,80522,5855,1605,9438,11422,4079,4431
Jun,94092,10753,6156,16501,3666,2885,1653
Nov,74068,4203,4269,11298,10401,1786,2705
Oct,40102,5419,2979,24369,5361,1425,4249
Sep,21924,3144,2420,18128,8152,728,760
Jan,74333,4699,3579,16319,1841,2268,889
Jun,66099,11743,5231,19722,5778,2921,5240
Sep,77346,14213,5768,9989,3071,3756,4727
Nov,95481,2560,3669,11028,2284,3652,907
Apr,70062,3187,3672,18626,2378,1733,2543
Nov,20306,5133,6349,17325,7339,3535,5772
Dec,89767,5411,7010,13422,3658,3096,1066
Feb,32207,3689,7568,23883,4561,1809,5281
Apr,59426,6407,7057,29004,7007,968,3870
Jan,26336,4423,3830,15673,6452,2916,2479
Mar,95166,3369,6522,25688,11079,4295,2452
Oct,37256,8007,4951,18512,5012,1353,2506
Sep,69817,8728,2558,19472,2978,1623,4338
Oct,53719,10772,6035,19900,5416,2120,5784
May,62017,2976,6190,7903,6496,3531,2815
Nov,65704,6272,3821,12763,8874,4474,600
Jun,50013,8497,6271,15960,3224,3529,5256
Mar,99991,14801,2370,16084,11271,1970,3944
May,90258,12548,4121,29348,8089,2961,532
Nov,98348,2118,1645,15275,1953,592,4831
Aug,56776,3542,4491,7074,7934,1776,5102
Jun,30060,6862,6708,12825,11482,4221,831
Apr,98592,5043,3873,7065,6917,2156,4016
Feb,26655,2972,624,8208,9261,3610,5081
Sep,69923,2915,811,9674,10286,3929,4715
Dec,98563,8621,7858,14094,6742,687,657
Jan,24030,11629,1274,19137,5253,2845,3608
Jan,53289,2586,7645,20310,1548,1603,5445
Apr,39739,10542,3420,14245,2839,2726,2691
Jul,81687,7625,6069,5122,2951,1780,4128
Jan,56491,9354,2331,22340,10250,4813,4282
Sep,92115,6591,1193,26480,3507,4593,4321
Apr,24781,4562,5778,22370,10074,2814,3188
Mar,40448,8839,1876,14443,7350,1840,1192
Jan,71550,12062,6439,9433,8603,1090,1551
Oct,69294,10464,1489,5990,3625,1178,5544
Apr,41446,4927,3346,29309,6893,1115,4383
Sep,96579,8195,7317,10556,8400,1349,3422
Oct,37101,14550,7930,28209,3153,2507,5885
Jun,86178,13631,2252,19650,5761,4670,2598
Jun,48016,8276,3459,9709,8185,3284,2656
Jan,38932,13233,2953,29357,4566,835,5954
Oct,64653,14140,3543,8580,1259,1303,633
Feb,72802,11956,2216,24186,10700,862,4250
Nov,27549,6290,2126,23588,9504,2521,2627
Jun,98933,7882,3588,5871,11870,3069,5602
Feb,45362,8446,7280,24208,2844,3530,2885
Mar,67842,7167,3831,19592,8269,2575,5027
Apr,66539,11962,4528,27479,11776,3886,4697
Nov,53717,3522,1389,17922,2533,1404,4926
May,74596,11023,1878,24787,6596,4958,4971
Sep,43016,2561,5084,27537,5769,2585,2778
Dec,75200,5540,7881,15383,10615,3211,1974
Apr,80287,14328,6882,10550,3020,4204,5359
Nov,62607,3479,4775,25266,7358,643,5019
Sep,47621,8677,6038,17774,6502,4149,1548
Nov,32823,14658,2207,8207,6243,3768,915
Oct,49986,3205,7810,8097,2691,1569,4897
Mar,84325,8660,2864,24462,10920,2685,5719
Aug,77771,10848,5863,24022,9519,3037,2666
Dec,74973,14132,731,16278,2588,4936,2878
Jan,34690,2589,2312,26935,4753,801,1161
Nov,59107,6326,2112,24330,1097,2665,4954
Sep,77888,6904,5922,24855,5754,2260,788
Sep,30956,11563,4926,25686,11539,4746,3100
Oct,76227,14766,5156,6624,7173,3154,2225
Feb,56533,13943,3496,20968,10289,1948,1074
Apr,76234,8421,747,16149,9052,1131,1216
Aug,87594,5759,4878,14717,6018,861,3912
Jul,76901,12292,5906,22866,6704,4691,5823
Jan,31519,12076,5535,21642,8911,4887,4522
May,51115,10939,2579,18640,9276,2574,5798
Jul,86266,10655,6119,21837,2277,4900,2893
Apr,21832,10945,4241,13990,11903,3270,4580
Jan,61368,7936,5125,25854,1518,3417,3562
Sep,89715,10774,4976,23895,6426,1268,1512
May,91835,4205,562,9170,8815,1485,2860
Nov,93366,6114,4723,29817,1183,704,2633
Feb,57570,14342,2051,10136,10164,1366,2446
Aug,26615,6027,6806,6712,3388,3125,4012
Nov,92298,6816,3505,28810,5322,1161,1851
Feb,58311,9188,3822,7002,5932,1178,3397
Mar,43434,13545,794,13151,4827,799,3575
Oct,35739,4808,4774,20670,11503,757,4404
Jan,86202,5603,4824,11254,3497,3262,3755
Nov,99599,5913,1382,24711,4479,739,2847
Feb,53649,3419,893,15473,9757,3800,1027
Jul,67445,4167,3239,20303,2935,4045,3153
Oct,59470,4144,3967,29419,7275,2765,3474
Feb,94965,4167,4667,24495,10018,3012,5775
Jun,68621,11752,4913,26625,1349,4790,5976
Mar,52926,11368,4470,18761,1098,4951,5660
Apr,57997,11460,5190,13918,2769,4903,3196
Nov,79940,7891,4974,6831,2804,908,1781
Aug,60724,13779,5502,6821,10252,1020,5985
Mar,51704,8536,4731,6816,9112,3032,5150
Oct,48391,3166,3277,20878,5170,4384,5685
Jun,83291,5575,4192,21475,11297,2376,3779
Jan,22526,4841,1901,8432,1401,3241,4516
Jul,44686,3870,5738,23353,9379,4032,5326
Aug,93339,14121,1405,20482,9330,1150,3794
Nov,26574,12459,1029,23768,1142,3344,4436
Aug,28733,4886,7578,8679,1220,2658,1544
Mar,70290,2159,7309,21986,5240,3151,3939
Oct,92793,9243,5118,21811,8001,2767,812
Jan,56051,12850,4221,13198,11615,1528,815
Sep,35909,5763,886,11263,1387,2055,2950
Jun,97338,14926,3121,23818,6991,1012,2390
Nov,93432,3055,7226,22757,1559,1735,4118
Sep,48133,2333,1072,13832,2839,618,4721
Jul,71571,5596,1143,16954,2771,4980,4500
Jan,99062,9607,7216,10162,9556,759,995
Dec,70908,11083,4571,28224,9608,1698,1480
Dec,31278,13179,7513,8811,8676,2649,5339
Jan,71458,14639,1792,8306,10827,2932,5295
Jun,84265,3362,4095,13637,3068,1459,2528
May,76782,2925,5142,17133,7757,3448,2592
Sep,75415,7519,6105,19218,1516,1065,5431
Feb,74160,4443,2985,13704,10412,4602,5559
Aug,74399,12769,6182,20885,1660,2879,5506
Nov,45298,5980,1054,27740,4416,3950,3407
May,42191,9260,6359,6401,9521,944,3643
Feb,76964,12597,2658,15004,1377,4039,1227
Oct,53092,3419,3893,5545,1159,3208,4693
Nov,95257,13067,3074,7533,10455,2835,5890
Nov,82513,2059,2724,7009,5174,1535,1967
Dec,71097,4524,7317,10901,3199,3544,1614
Jun,50279,5797,6170,9085,11756,1786,2177
Oct,34404,12851,4109,7215,11622,1958,2543
Aug,90022,14288,5219,26369,11229,2720,2664
Apr,55198,3578,2488,21041,11591,2130,4464
Feb,69997,14598,1443,20763,10416,4527,3614
Dec,98692,9201,5068,7184,7276,3616,4666
Nov,20567,13297,6182,15354,2988,3454,5961
May,81032,2707,1493,6275,7777,763,5353
Dec,22179,10165,7522,14504,7312,4699,3343
Feb,22019,7277,3959,26552,9168,720,3386
Feb,38704,3780,1621,8523,1865,833,5321
Jun,38030,4413,6030,13707,9582,1824,606
Nov,89445,13598,3946,26167,10600,3182,5370
Oct,93551,9750,4765,6019,5915,1460,2841
Sep,23420,4161,5609,28982,7241,1980,4552
Apr,79875,13731,555,6049,8135,935,1630
Jun,67653,10800,2256,18381,2554,2941,1609
Jul,36740,2308,6968,7340,5047,542,4081
Nov,85263,7439,1157,28957,1131,1465,1750
Jun,84559,6307,5552,14449,4679,4606,3141
Aug,39465,4364,759,23662,7353,715,3573
Apr,71432,2184,5236,20622,4076,3735,5870
Dec,24131,7324,3109,7985,2521,4820,2589
Jan,30652,7483,6983,17061,4269,3205,580
Jul,84973,2245,4409,10705,1440,1272,3035
Mar,67147,10430,903,22528,10933,2322,1415
Jun,67671,10183,7175,29014,2203,4611,761
Feb,39171,7924,7841,5705,9432,3655,3819
Sep,75692,2519,1294,23808,4391,3780,5949
Jan,78541,5907,2061,23318,4721,557,3540
Jun,29470,2276,1683,7484,7775,4189,5403
Jun,81344,14220,7677,28380,8160,2343,5143
May,64308,7101,3141,6745,8875,960,3162
May,70639,14501,7923,27148,10395,4160,3494
Jan,41326,10797,3164,21216,2887,1468,5764
Oct,24597,6573,7295,14161,5270,4315,2472
Dec,50788,6603,5309,23930,9389,3239,2674
May,85020,6053,6987,18974,8705,789,1827
Feb,69477,8812,4107,27012,5194,3785,5390
Jul,53071,12904,5992,5777,1744,1620,4385
Mar,90603,8073,2457,14525,6546,1232,5998
Apr,81923,2141,2593,15309,1452,4076,1339
Mar,90560,13853,2252,15580,4262,4282,4336
Mar,93251,12561,5499,8114,8745,3291,3813
Apr,77492,3717,6698,17405,1498,2538,4148
May,51770,14748,5697,7936,1140,4018,1047
Jan,96762,14957,4062,25494,2714,4355,4662
Apr,55399,9313,2194,6345,11414,4558,4166
Dec,98948,13619,1355,7041,11659,4935,5277
Dec,77439,12516,1795,19330,1675,4017,3126
Nov,64415,12036,5255,18198,4505,2656,5432
Aug,32569,7714,4121,24058,4602,3377,4376
Oct,22369,2399,4706,12504,7675,1567,1825
Jul,20528,6763,1538,14747,10109,4937,4291
Sep,50314,12755,6721,22073,11014,3550,3371
May,38047,11714,5096,28440,7504,4420,1074
Oct,39748,11526,7231,5119,11795,1627,1601
Apr,55109,12815,5013,11169,5803,4567,529
Aug,33919,8255,6459,10832,2730,1490,1875
Sep,67498,2238,4870,19649,6976,3986,3310
Jul,75808,5215,5816,17246,8811,1925,5426
Jul,90441,9541,3947,6613,8028,1957,5734
May,94420,5647,6350,20575,4718,3954,4448
Apr,48906,7408,7730,12623,8088,1551,4304
Oct,91486,11808,3932,8033,2624,3087,5130
Jan,86896,8340,7616,24320,2806,3757,4964
Oct,41946,4429,7634,10659,10646,2742,4231
Oct,67020,5652,6364,17255,9545,1371,4897
Jul,94266,11913,5729,17080,3933,627,4022
Jan,42161,8307,4248,16976,1940,605,2854
Jan,47738,11464,2741,15818,8787,1906,4250
May,23925,13331,6138,20718,4945,4294,3634
Sep,28463,7140,6563,14341,8058,3920,5432
Jun,77153,4878,4030,26451,5848,2861,1799
Mar,81009,3535,7498,20196,9421,4094,5106
Mar,61552,10727,5394,26186,5852,1500,3565
Jul,76271,8254,2463,21296,7459,3931,1386
Jun,29797,2948,6944,24542,5857,4979,2058
Sep,91942,12834,3515,19134,8738,4612,4307
Jun,33965,5941,7211,17241,1237,1893,3485
May,33733,11213,7315,25874,4772,2371,4284
Oct,73223,8603,4067,5455,8735,1589,2546
Jul,46926,10625,6792,12643,3781,4666,5390
Jan,48783,3403,4370,9620,11798,3632,3957
Dec,56394,9819,5364,13867,8087,3516,3800
Jul,84796,5511,1984,21126,2984,3030,3798
Mar,48287,4935,4734,10099,2052,3815,3898
Sep,50436,6878,5456,18887,8658,4392,4872
Jun,93567,9506,6455,15546,6254,3064,4825
Sep,23188,9591,2839,20435,1350,1893,5776
May,26765,14456,834,5059,1912,3592,2560
Jul,71626,14996,7342,17673,5445,3245,2026
Apr,30807,7060,2358,27583,10496,1220,4194
Jul,30204,5333,1707,27695,11715,4826,5210
Jan,77944,3602,6950,10531,1291,4097,2650
Jul,62120,10420,1424,7764,10404,4265,5789
Aug,42658,14714,5576,28392,8750,3649,2656
May,57081,14409,3445,6794,1467,4380,2923
Feb,54986,4196,5881,15721,4277,789,3294
May,99322,13091,7570,10686,6361,4518,4743
Jun,70304,2110,5929,24871,6303,894,3542
Dec,85592,11436,4939,19675,11717,875,4591
Feb,78548,8023,5252,9987,4575,2639,3578
Jun,59986,6159,6392,24805,7592,2474,3734
Jun,94095,12877,4085,17888,5325,2958,935
Jan,86151,13993,6445,11580,2064,3179,1957
Jan,93598,5867,4856,18533,5888,4109,2872
Nov,48214,11569,5981,26916,10885,2700,2704
Oct,58745,9641,4527,22757,3394,4896,611
Mar,62548,7004,4764,8553,11249,912,3534
Oct,30681,11963,5255,25056,9278,1878,1596
Oct,26984,10204,4795,13144,11784,1593,5549
Dec,47579,9077,6004,14274,3920,1210,1796
Mar,74933,14526,7979,17439,7858,3950,1457
Apr,47399,5261,5177,10437,1003,3986,5331
Feb,51481,2662,7979,29547,6940,3999,5468
Sep,20944,13284,5161,28830,9048,3727,4586
Oct,29114,10885,7038,17277,10713,2111,593
Dec,59846,5390,4342,13749,2977,1230,3266
Nov,97848,11373,2898,18785,10666,1109,1167
Jul,52596,5018,527,27349,10322,2840,1014
Jul,95287,11696,4450,10915,10072,1967,1743
Jun,26907,3902,2398,14734,10593,2058,3576
Mar,48114,6171,5227,19703,11167,3019,4789
Jun,45009,2328,7800,27499,2750,729,2601
Dec,70241,11631,2927,26478,1001,4952,5529
Aug,55725,8295,2125,7382,10336,1040,3523
Aug,38996,5846,3075,25482,10830,3374,1311
Nov,26047,14359,2536,14473,9340,1435,2020
Sep,48767,2224,1810,9358,5247,3592,1978
Jan,36347,4520,3855,13312,8732,4146,4363
Jan,44102,10064,7546,19031,7035,3192,2501
Mar,24263,5714,6361,5139,11545,3569,1531
Mar,87438,4407,4220,12644,3043,3398,2638
Oct,50540,8683,5402,6815,2702,3907,4941
Aug,95726,2810,2774,26792,6947,2398,3569
Oct,83769,8752,2574,9301,2387,503,850
Jan,60843,5117,7999,17330,10855,4125,4805
Feb,47690,6773,5736,20185,11272,3434,2805
Feb,22994,5290,588,12285,6826,2907,5291
Mar,87546,14578,7262,14220,11188,3067,1764
Jun,27377,4251,4304,15446,10442,1596,2057
Jan,98572,6661,6354,28162,5462,2485,5460
Feb,46467,12721,621,19150,3036,3649,1285
Jan,20048,6606,6513,13536,7405,1857,4406
May,56978,11115,5461,23803,7789,578,4706
Jul,67606,8421,532,8235,7119,2074,5749
Aug,93414,5052,5198,23978,1537,2105,3933
Oct,69222,10207,1195,6387,10746,4751,2807
Jan,68115,13788,7531,17209,11344,3486,1165
Jul,60647,12595,4341,5983,9982,527,1060
May,74607,6451,1024,19346,7863,2410,4157
Oct,77410,6925,5643,23506,2948,1852,4648
Jan,41996,14202,5944,26803,6178,4234,5497
Mar,74921,4646,6677,24378,6104,918,2691
Jul,66022,11293,746,28440,5143,4617,5799
Oct,60148,13167,4426,12548,10627,760,2042
Jan,87764,11282,7686,11853,3848,2607,3350
Jul,28888,4906,3601,24284,9305,3484,1217
May,59159,3746,2596,5775,3343,4791,3639
Jan,62197,6309,2462,26365,5533,1404,3420
Jan,44474,11912,3459,22119,1161,2726,1154
Jan,37333,2448,2727,28161,9695,4353,1631
Nov,56355,5012,1893,29137,3634,4920,2275
Sep,93903,13696,2407,26531,11697,1067,3722
Nov,86258,3568,2523,22870,6101,1278,4311
Mar,51145,13378,5333,21779,6766,1425,2249
May,95675,5491,6564,17970,10586,3738,3710
Nov,69854,12738,7233,7001,2509,3979,3227
Oct,87664,14997,7139,16639,3319,2115,3036
Dec,55285,14667,2978,19756,7105,2349,1581
Sep,37533,9310,7874,29939,9671,2443,4683
Jun,52624,8883,7702,13062,9946,2870,5741
Dec,66996,7984,6032,15046,4999,541,3541
Sep,66947,11239,4959,28652,11028,3690,5863
Aug,47956,14826,6953,27261,9395,2320,5686
Aug,71030,9088,1481,9188,4349,940,2841
Jan,78597,14822,5898,18886,5211,603,3701
Sep,62443,6768,3723,25745,1391,1068,2587
Jun,85464,3064,726,11349,8951,956,5831
Sep,23952,5821,1766,11180,7831,810,1579
Mar,76880,10759,2557,18322,3773,2407,3259
Dec,72201,3436,6011,12794,3416,2207,790
Mar,62460,14702,6691,18401,2238,3955,5302
Jun,42796,14736,6243,22127,7712,2191,3923
Sep,51746,14897,2751,11162,1740,3392,3666
Jul,20015,12897,7632,20923,7470,1080,3999
Mar,69757,8097,3441,21757,10727,2515,5394
Mar,45957,4483,656,10905,8491,4555,1343
Feb,41292,9719,7498,25511,1368,3144,1413
Sep,51876,6800,2573,17276,11463,2360,4939
Mar,80727,8382,7064,29715,11149,4184,4490
Nov,67046,6829,4563,10689,5909,4375,1476
May,34817,13971,6297,24404,6219,3791,3826
Sep,29759,8153,1260,20380,10290,3731,2592
Aug,68432,4794,1273,20508,11963,686,1700
Feb,26412,12052,6907,24676,8604,3443,2148
Mar,77757,13528,2052,28260,10583,4527,621
Feb,40504,9612,7231,11897,7206,2122,4870
Aug,28507,12082,1457,26722,2647,3011,1459
Jun,41050,14483,7113,6564,11223,2877,4315
Jun,24820,3097,753,21334,10870,2390,4907
Dec,27835,3638,2069,18870,11338,779,1852
Sep,33587,11850,3718,19219,3824,1354,5722
Aug,77732,11317,7993,21441,5170,897,1187
Apr,71921,10455,7383,24880,6909,4003,2829
Dec,65499,13184,4713,26778,4781,4970,5864
Apr,26840,2160,3736,15379,11423,4371,5752
Sep,85077,11448,5145,26526,4128,4295,1355
Jan,51440,7906,5506,7948,10464,1131,4936
Feb,55183,10502,5465,25857,2979,3536,521
Feb,22389,10418,1307,29948,7612,1427,2504
Jun,75076,10464,6268,8134,11379,2527,4452
Apr,86299,9081,5416,22971,7022,2165,4386
Nov,59023,6412,2281,13969,7081,577,1469
Oct,70029,12114,1721,25646,11598,3741,4278
Mar,59941,5157,6197,28050,10768,1561,844
Mar,73950,4338,4163,8678,8832,3861,2229
Mar,96054,7588,7207,15740,10661,4766,3831
Jun,85363,3601,3700,22382,10171,2199,4795
Aug,81742,7888,7057,8343,2255,791,4107
Nov,65215,5718,1379,24885,10833,1080,3807
Jul,67857,7546,5588,9014,1299,4700,1039
Apr,75476,12614,500,10107,8809,1379,5771
Nov,48173,3925,666,16870,5521,1982,2793
Dec,29395,10758,2563,9328,4042,2795,2560
Apr,79768,4915,3204,9655,9592,3944,5573
Nov,66229,8898,611,26711,2280,1629,4138
Oct,46639,10443,3939,29004,10053,814,1988
Nov,82583,7652,1625,10858,5589,1108,785
Nov,48924,12546,3141,10620,9133,4425,1737
Nov,92969,5501,1929,14112,7632,3492,612
Feb,50104,14962,6601,12004,11765,3086,4933
Jan,57594,12503,2543,6242,3784,2619,589
Sep,23664,12307,5102,28399,8398,877,3306
Dec,30528,9274,2134,21464,7708,633,1999
Dec,48190,3602,1170,7661,8173,3745,1553
Feb,86033,13462,3611,9798,5159,2316,2063
Aug,81161,9359,2190,5540,10303,4988,856
Sep,93177,2513,7402,27329,10248,3635,4226
Apr,90179,10633,7140,28292,10287,1636,5054
Aug,90592,10192,4457,24169,3300,2251,970
Sep,52899,8501,1464,24870,7250,789,3414
Oct,90979,2902,780,8157,8969,2006,3486
Oct,37241,7719,4946,9717,4991,1838,3120
May,66211,11412,6977,10336,1513,3391,3762
Jul,83472,10148,6545,12165,5231,2484,1641
Oct,94248,4321,2466,23627,11868,1251,4903
Apr,93757,2855,3308,14512,7552,4089,5159
Jan,51346,3017,6143,24377,9312,1248,1538
Mar,97124,7279,5902,23475,10693,864,4367
May,62220,12412,2464,19728,3847,766,4050
Mar,37942,9712,5323,18754,2117,4321,5715
Dec,69167,6680,3890,10209,9696,4734,5205
Nov,56373,13696,1322,19490,10815,1688,554
Jul,87143,9072,1937,12645,8861,3677,1801
Dec,22016,8624,2561,10740,3238,3720,5008
Sep,89110,14742,5675,9154,7600,3330,4411
Dec,66309,2195,6985,7665,3433,1202,3967
Jun,27274,6694,4365,11018,9994,2198,1994
Oct,35748,11524,4794,23140,8009,700,4633
Jan,40175,6651,6479,10713,8166,4298,4203
Jul,31826,8991,5273,18071,5373,2513,5365
Mar,54129,11709,4536,24504,9146,4041,682
May,90009,14726,7959,26535,2471,2509,1736
Oct,43490,4697,7301,26989,10018,4005,4721
Apr,61435,14646,1964,20327,2428,3600,4735
Oct,95017,13299,577,23962,11635,4659,1120
May,28520,3057,2659,6026,5874,4237,2044
May,81877,7207,5130,9473,8923,2211,4627
Jun,39798,12897,5994,9667,5306,4846,734
Oct,74638,12255,3687,23338,4781,2229,572
Dec,89072,4792,1665,21970,11217,3850,5067
Oct,87309,2420,7635,20941,3317,4634,2289
Nov,49894,14840,5816,5684,7688,568,1127
Jun,82963,4814,1289,27426,2006,4872,1167
Aug,74567,4840,2063,8268,2637,3691,4523
Aug,55326,3031,1822,20193,10036,1609,1093
Nov,75059,9639,5695,5658,6111,3518,3166
Sep,25079,3491,7173,6296,8449,3153,4312
Aug,45838,6975,6743,6525,4287,840,2839
Nov,67109,12077,2002,15274,6440,920,3859
Feb,45594,6947,7616,12150,3861,2775,2760
Dec,62749,2509,1991,12792,1638,2418,4762
Oct,56292,3859,2159,11604,9684,972,1468
Dec,94534,7061,6496,20053,6725,2635,2527
Nov,99233,3858,1815,10789,3175,3921,678
Jan,71818,11105,3562,12420,6595,3528,2551
Oct,33429,7607,624,10753,2485,2587,4931
Feb,77748,4065,3562,20544,7581,3858,694
Feb,68807,4966,1018,28018,5543,755,4035
Dec,27140,8773,2570,10108,6221,4369,3440
Mar,83226,14029,4757,10247,9750,1943,3317
Oct,34901,9892,3176,13401,4748,1038,4128
Jul,48525,11788,3053,22007,10161,3887,5963
Feb,40491,6442,5477,14997,6032,2323,1731
Jan,88816,11247,4435,10261,7426,1357,4198
Jun,54980,11215,1544,9268,5009,631,2459
Sep,28078,5204,2287,10984,6323,3415,2026
Mar,68704,2575,6457,25133,9277,3086,2677
Jun,36997,2198,4035,25926,6443,3874,3572
Mar,99810,9423,5078,5010,7307,2531,4019
Jan,20868,3365,6121,22144,4128,2425,2195
Dec,46398,9834,2466,6177,5301,2501,4619
May,41246,3998,2856,14168,7027,4877,876
Oct,40561,7350,5469,23876,11387,2827,1278
Nov,36254,8444,6172,7389,6409,4071,5775
Apr,54512,3016,2750,11364,1946,3871,3843
Jul,97395,5618,3987,20777,4208,4481,4095
Jun,77865,2025,7283,16865,11185,1165,2999
Oct,43580,11750,641,23936,4440,2146,5495
Jul,90959,5724,6475,17327,2545,1663,1086
May,92144,5458,1503,22866,4507,3425,1554
Apr,62485,13548,7258,7310,1029,4498,3499
Jul,70621,8593,2654,8741,10663,1324,1109
Jul,70665,12559,2514,12285,2409,1232,2676
Jun,90412,10662,5124,29001,4679,4986,3000
Aug,70603,12659,4108,8839,9720,2087,1306
Apr,41038,9280,7219,12581,6147,4164,2983
Oct,34325,10069,1468,24139,1125,526,3199
May,55892,6746,4425,19137,5908,3170,1851
Apr,21753,9589,4458,24981,7642,1383,608
Dec,37996,11077,6368,10237,4258,626,1025
Jan,88811,8978,3235,17504,9845,1979,1998
Dec,94283,11067,6934,6740,9141,2828,1449
Aug,65211,11133,1304,23508,9932,818,2167
Jan,82820,5041,1834,10291,3261,2988,3684
May,20824,9765,4484,24481,8953,840,5447
Jun,33880,7404,1167,10247,9482,4714,1105
Jun,86617,2571,884,25853,11769,4595,2894
May,31517,14341,3624,13845,11931,4980,2124
Mar,41683,10796,2108,26383,2693,2105,5417
May,36876,14612,3754,16733,6887,4681,4902
Dec,76354,13721,3940,11566,5644,2908,5505
Aug,93802,6980,3248,28728,10511,3553,1557
Feb,96719,14552,512,5852,3821,3339,1868
Jun,98413,10573,3507,26310,4662,1608,2171
Sep,29982,3236,2707,14753,6194,4954,5133
Aug,94504,4380,5903,26452,2395,3704,4238
